scenario,n_customers,share_profit_positive,mean_expected_profit,median_expected_profit,mean_expected_profit_top5pct,mean_expected_profit_top10pct,mean_expected_profit_top20pct,mean_expected_profit_top30pct
high_cost,64000,1.0,35.10621208112383,16.880386784047484,201.24173076133818,150.51455491200974,108.97028374579904,88.01590100156982
low_cost,64000,1.0,35.10621208112383,16.880386784047484,201.24173076133818,150.51455491200974,108.97028374579904,88.01590100156982
mid_cost,64000,1.0,35.10621208112383,16.880386784047484,201.24173076133818,150.51455491200974,108.97028374579904,88.01590100156982
