term,coef,std_err,t,p_value,ci_low,ci_high
const,-42.00156640740341,4.405552221776448,-9.533780169439723,1.5165796190627151e-21,-50.63629009409566,-33.366842720711155
recency,-14.891172182587315,0.25869373493039555,-57.56294092933465,0.0,-15.398202586077042,-14.384141779097588
used_discount,291.57755119492293,3.834549183404304,76.03959090076425,0.0,284.06197289850303,299.09312949134284
used_bogo,292.3174114672217,3.8238800251031027,76.44523613403378,0.0,284.8227443368175,299.8120785976259
is_referral,96.6755174506727,1.7419486224979277,55.49848956626602,0.0,93.2613608876576,100.0896740136878
